$GPGLL,4945.20,N,12249.37,W,2023-06-06T22:55:09,A,*CD
$GPGLL,4946.35,N,12248.50,W,2023-06-06T22:55:10,A,*DE
$GPGLL,4947.50,N,12247.63,W,2023-06-06T22:55:11,A,*EF
$GPGLL,4948.65,N,12246.76,W,2023-06-06T22:55:12,A,*F0
$GPGLL,4949.80,N,12245.89,W,2023-06-06T22:55:13,A,*01
$GPGLL,4950.95,N,12245.02,W,2023-06-06T22:55:14,A,*12
$GPGLL,4952.10,N,12244.15,W,2023-06-06T22:55:15,A,*23
$GPGLL,4953.25,N,12243.28,W,2023-06-06T22:55:16,A,*34
$GPGLL,4954.40,N,12242.41,W,2023-06-06T22:55:17,A,*45
$GPGLL,4955.55,N,12241.54,W,2023-06-06T22:55:18,A,*56
$GPGLL,4956.70,N,12240.67,W,2023-06-06T22:55:19,A,*67
$GPGLL,4957.85,N,12239.80,W,2023-06-06T22:55:20,A,*78
$GPGLL,4959.00,N,12238.93,W,2023-06-06T22:55:21,A,*89
$GPGLL,5000.15,N,12238.06,W,2023-06-06T22:55:22,A,*9A
$GPGLL,5001.30,N,12237.19,W,2023-06-06T22:55:23,A,*AB
$GPGLL,5002.45,N,12236.32,W,2023-06-06T22:55:24,A,*BC
$GPGLL,5003.60,N,12235.45,W,2023-06-06T22:55:25,A,*CD
$GPGLL,5004.75,N,12234.58,W,2023-06-06T22:55:26,A,*DE
$GPGLL,5005.90,N,12233.71,W,2023-06-06T22:55:27,A,*EF
$GPGLL,5007.05,N,12232.84,W,2023-06-06T22:55:28,A,*F0
$GPGLL,5008.20,N,12231.97,W,2023-06-06T22:55:29,A,*01
$GPGLL,5009.35,N,12231.10,W,2023-06-06T22:55:30,A,*12
$GPGLL,5010.50,N,12230.23,W,2023-06-06T22:55:31,A,*23
$GPGLL,5011.65,N,12229.36,W,2023-06-06T22:55:32,A,*34
$GPGLL,5012.80,N,12228.49,W,2023-06-06T22:55:33,A,*45
$GPGLL,5013.95,N,12227.62,W,2023-06-06T22:55:34,A,*56
$GPGLL,5015.10,N,12226.75,W,2023-06-06T22:55:35,A,*67
$GPGLL,5016.25,N,12225.88,W,2023-06-06T22:55:36,A,*78
$GPGLL,5017.40,N,12225.01,W,2023-06-06T22:55:37,A,*89
$GPGLL,5018.55,N,12224.14,W,2023-06-06T22:55:38,A,*9A
$GPGLL,5019.70,N,12223.27,W,2023-06-06T22:55:39,A,*AB
$GPGLL,5020.85,N,12222.40,W,2023-06-06T22:55:40,A,*BC
$GPGLL,5022.00,N,12221.53,W,2023-06-06T22:55:41,A,*CD
$GPGLL,5023.15,N,12220.66,W,2023-06-06T22:55:42,A,*DE
$GPGLL,5024.30,N,12219.79,W,2023-06-06T22:55:43,A,*EF
$GPGLL,5025.45,N,12218.92,W,2023-06-06T22:55:44,A,*F0
$GPGLL,5026.60,N,12218.05,W,2023-06-06T22:55:45,A,*01
$GPGLL,5027.75,N,12217.18,W,2023-06-06T22:55:46,A,*12
$GPGLL,5028.90,N,12216.31,W,2023-06-06T22:55:47,A,*23
$GPGLL,5030.05,N,12215.44,W,2023-06-06T22:55:48,A,*34
$GPGLL,5031.20,N,12214.57,W,2023-06-06T22:55:49,A,*45
$GPGLL,5032.35,N,12213.70,W,2023-06-06T22:55:50,A,*56
$GPGLL,5033.50,N,12212.83,W,2023-06-06T22:55:51,A,*67
$GPGLL,5034.65,N,12211.96,W,2023-06-06T22:55:52,A,*78
$GPGLL,5035.80,N,12211.09,W,2023-06-06T22:55:53,A,*89
$GPGLL,5036.95,N,12210.22,W,2023-06-06T22:55:54,A,*9A
$GPGLL,5038.10,N,12209.35,W,2023-06-06T22:55:55,A,*AB
$GPGLL,5039.25,N,12208.48,W,2023-06-06T22:55:56,A,*BC
$GPGLL,5040.40,N,12207.61,W,2023-06-06T22:55:57,A,*CD
$GPGLL,5041.55,N,12206.74,W,2023-06-06T22:55:58,A,*DE
$GPGLL,5042.70,N,12205.87,W,2023-06-06T22:55:59,A,*EF
$GPGLL,5043.85,N,12205.00,W,2023-06-06T22:56:00,A,*F0
$GPGLL,5045.00,N,12204.13,W,2023-06-06T22:56:01,A,*01
$GPGLL,5046.15,N,12203.26,W,2023-06-06T22:56:02,A,*12
$GPGLL,5047.30,N,12202.39,W,2023-06-06T22:56:03,A,*23
